continent,sector,market_cap,probability,lower,upper
South America,Consumer Discretionary,Small Cap,0.0005832722932096253,0.00042049862998833456,0.0007596104283660237
South America,Consumer Staples,Large Cap,0.0002441604948319362,0.00013564471935107567,0.0003662407422479043
South America,Consumer Staples,Micro Cap,0.00017633813515639837,8.13868316106454e-05,0.00027128943870215135
South America,Consumer Staples,Mid Cap,0.00023059602289682862,0.00013564471935107567,0.00035267627031279673
South America,Consumer Staples,Nano Cap,0.00014920919128618324,6.782235967553784e-05,0.0002441604948319362
South America,Consumer Staples,Small Cap,0.000596836765144733,0.00042049862998833456,0.0007731749003011312
South America,Energy,Large Cap,0.0002577249667670438,0.00014920919128618324,0.00037980521418301186
South America,Energy,Micro Cap,2.7128943870215132e-05,0.0,6.782235967553784e-05
South America,Energy,Mid Cap,0.0001627736632212908,6.782235967553784e-05,0.0002577249667670438
South America,Energy,Nano Cap,4.06934158053227e-05,0.0,9.495130354575297e-05
South America,Energy,Small Cap,0.00017633813515639837,9.46121917473753e-05,0.0002848539106372589
South America,Financials,Large Cap,0.0007324814844958086,0.0005561433493394102,0.0009359485635224221
South America,Financials,Micro Cap,0.0005561433493394102,0.0003933696861181194,0.000718917012560701
South America,Financials,Mid Cap,0.0038251810857003335,0.003404682455711999,0.004259244187623776
South America,Financials,Nano Cap,0.00017633813515639837,8.13868316106454e-05,0.0002848539106372589
South America,Financials,Small Cap,0.0005290144054691951,0.0003662407422479043,0.0006917880686904858
South America,Health Care,Large Cap,2.7128943870215132e-05,0.0,6.782235967553784e-05
South America,Health Care,Micro Cap,9.495130354575297e-05,2.7128943870215132e-05,0.00017633813515639837
South America,Health Care,Mid Cap,0.00010851577548086053,4.06934158053227e-05,0.00018990260709150593
South America,Health Care,Nano Cap,9.495130354575297e-05,4.06934158053227e-05,0.0001627736632212908
South America,Health Care,Small Cap,0.0001220802474159681,5.3918775942052596e-05,0.00021703155096172106
